year,make,model,trim,doors,type,mileage,price,cyl,dealer,Title Details,Salvage Vehicle,Frame Damage,Theft History,Lemon Status,VIN,Certified Pre-Owned,Accidents,Owners,Usage,Listed since,car_url
Certified,2023,Toyota,RAV4,XLE,Premium,5223,34395.0,4cyl Automatic,Toyota of Morristown (22 mi away),Clean Title,No,No,No,No,2T3A1RFVXPC343169,Yes,No accidents, 1 Owner, Personal use,2023-03-10,https://www.edmunds.com/toyota/rav4/2023/vin/2T3A1RFVXPC343169/?radius=25
Certified,2021,Toyota,RAV4,XLE,4dr,20340,27935.0,4cyl Automatic,Plaza Toyota (19 mi away),Clean Title,No,No,No,No,2T3P1RFV9MC226740,Yes,No accidents, 1 Owner, Personal use,2024-04-05,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV9MC226740/?radius=25
Certified,2023,Toyota,RAV4,XLE,Premium,5581,34395.0,4cyl Automatic,Toyota of Morristown (22 mi away),Clean Title,No,No,No,No,2T3A1RFV5PC346688,Yes,No accidents, 1 Owner, Personal use,2023-03-23,https://www.edmunds.com/toyota/rav4/2023/vin/2T3A1RFV5PC346688/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,32669,22990.0,4cyl Automatic,Stream Auto Outlet (23 mi away),Clean Title,No,No,No,No,2T3P1RFV8MW176492,No,No accidents, 1 Owner, Personal use,2024-01-31,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV8MW176492/?radius=25
2022,Toyota,RAV4,LE,4dr,SUV,43861,20900.0,4cyl Automatic,JD Motors (19 mi away),Clean Title,No,No,No,No,2T3H1RFV3NW200235,No,No accidents, 2 Owners, Taxi vehicle,2024-01-25,https://www.edmunds.com/toyota/rav4/2022/vin/2T3H1RFV3NW200235/?radius=25
2016,Toyota,RAV4,LE,4dr,SUV,78178,15199.0,4cyl Automatic,Auto Spot (1 mi away),Clean Title,No,No,No,No,JTMBFREV5GD177940,No,1 Accident, 2 Owners, Personal use,,https://www.edmunds.com/toyota/rav4/2016/vin/JTMBFREV5GD177940/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,30100,22952.0,4cyl Automatic,Eastchester Certified Motors (13 mi away),Clean Title,No,No,No,No,2T3P1RFV6MC164374,No,1 Accident, 1 Owner, Personal use,2024-03-01,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV6MC164374/?radius=25
2018,Toyota,RAV4,Limited,4dr,SUV,95852,18700.0,4cyl Automatic,BM MotorCars (22 mi away),Clean Title,No,No,No,No,JTMDFREV9JD233099,No,No accidents, 1 Owner, Personal use,2023-12-04,https://www.edmunds.com/toyota/rav4/2018/vin/JTMDFREV9JD233099/?radius=25
2022,Toyota,RAV4,XLE,4dr,SUV,9923,29491.0,4cyl Automatic,Toyota of Hackensack (0 mi away),Clean Title,No,No,No,No,2T3P1RFV4NC305508,No,No accidents, 1 Owner, Personal use,2023-12-22,https://www.edmunds.com/toyota/rav4/2022/vin/2T3P1RFV4NC305508/?radius=25
2018,Toyota,RAV4,LE,4dr,SUV,30232,16900.0,4cyl Automatic,Auto Outlet (19 mi away),Clean Title,No,No,No,No,JTMBFREV9JJ196354,No,1 Accident, 2 Owners, Corporate fleet vehicle,2023-09-26,https://www.edmunds.com/toyota/rav4/2018/vin/JTMBFREV9JJ196354/?radius=25
2017,Toyota,RAV4,XLE,4dr,SUV,45017,19495.0,4cyl Automatic,Toyota of Manhattan (9 mi away),Clean Title,No,No,No,No,2T3RFREV1HW688189,No,2 Accidents, 2 Owners, Personal use,2024-03-02,https://www.edmunds.com/toyota/rav4/2017/vin/2T3RFREV1HW688189/?radius=25
2018,Toyota,RAV4,XLE,4dr,SUV,86565,16696.0,4cyl Automatic,95 Auto (11 mi away),Clean Title,No,No,No,No,2T3RFREV7JW822385,No,No accidents, 2 Owners, Personal use only,2024-03-13,https://www.edmunds.com/toyota/rav4/2018/vin/2T3RFREV7JW822385/?radius=25
Certified,2021,Toyota,RAV4,LE,4dr,31148,24995.0,4cyl Automatic,Toyota of Hackensack (0 mi away),Clean Title,No,No,No,No,JTMG1RFV9MD075684,Yes,No accidents, 1 Owner, Personal use,2024-04-02,https://www.edmunds.com/toyota/rav4/2021/vin/JTMG1RFV9MD075684/?radius=25
2018,Toyota,RAV4,XLE,4dr,SUV,67610,17500.0,4cyl Automatic,JD Motors (19 mi away),Clean Title,No,No,No,No,2T3RFREV9JW789941,No,2 Accidents, 5 Owners, Corporate fleet vehicle,2023-12-14,https://www.edmunds.com/toyota/rav4/2018/vin/2T3RFREV9JW789941/?radius=25
2023,Toyota,RAV4,Adventure,4dr,SUV,24796,30885.0,4cyl Automatic,Certified Luxury Motors of Valley Stream (23 mi away),Clean Title,No,No,No,No,2T3J1RFV7PW364589,No,No accidents, 1 Owner, Personal use only,2024-03-22,https://www.edmunds.com/toyota/rav4/2023/vin/2T3J1RFV7PW364589/?radius=25
2018,Toyota,RAV4,LE,4dr,SUV,41670,17300.0,4cyl Automatic,Auto Outlet (19 mi away),Clean Title,No,No,No,No,JTMZFREV8JJ731365,No,2 Accidents, 4 Owners, Personal use only,2023-09-26,https://www.edmunds.com/toyota/rav4/2018/vin/JTMZFREV8JJ731365/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,28076,23991.0,4cyl Automatic,Toyota of Hackensack (0 mi away),Clean Title,No,No,No,No,2T3G1RFVXMC197393,No,No accidents, 1 Owner, Personal use,2024-03-19,https://www.edmunds.com/toyota/rav4/2021/vin/2T3G1RFVXMC197393/?radius=25
Certified,2020,Toyota,RAV4,Adventure,4dr,59204,27487.0,4cyl Automatic,Lia Toyota of Rockland (14 mi away),Clean Title,No,No,No,No,2T3J1RFV0LC079163,Yes,No accidents, 1 Owner, Rental vehicle,2023-10-16,https://www.edmunds.com/toyota/rav4/2020/vin/2T3J1RFV0LC079163/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,40510,24999.0,4cyl Automatic,MINI of Ramsey (13 mi away),Clean Title,No,No,No,No,2T3P1RFV0MC193529,No,No accidents, 1 Owner, Personal use,2024-03-20,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV0MC193529/?radius=25
2020,Toyota,RAV4,LE,4dr,SUV,33662,22999.0,4cyl Automatic,Wide World BMW (15 mi away),Clean Title,No,No,No,No,2T3F1RFV6LC065936,No,No accidents, 1 Owner, Personal use only,2024-03-23,https://www.edmunds.com/toyota/rav4/2020/vin/2T3F1RFV6LC065936/?radius=25
Certified,2021,Toyota,RAV4,XLE,4dr,16983,28258.0,4cyl Automatic,Plaza Toyota (19 mi away),Clean Title,No,No,No,No,2T3P1RFV8MW207384,Yes,No accidents, 1 Owner, Personal use,2024-04-02,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV8MW207384/?radius=25
Certified,2021,Toyota,RAV4,XLE,4dr,26792,27977.0,4cyl Automatic,Toyota of Bay Ridge Brooklyn (18 mi away),Clean Title,No,No,No,No,2T3P1RFV7MW207571,Yes,No accidents, 1 Owner, Personal use only,2024-04-01,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV7MW207571/?radius=25
2019,Toyota,RAV4,XLE,4dr,SUV,45583,21400.0,4cyl Automatic,JD Motors (19 mi away),Clean Title,No,No,No,No,2T3P1RFV4KW056847,No,1 Accident, 3 Owners, Personal use only,2023-12-22,https://www.edmunds.com/toyota/rav4/2019/vin/2T3P1RFV4KW056847/?radius=25
2018,Toyota,RAV4,LE,4dr,SUV,44164,16000.0,4cyl Automatic,Auto Outlet (19 mi away),Clean Title,No,No,No,No,2T3BFREV8JW734110,No,3 Accidents, 2 Owners, Personal use,2023-09-26,https://www.edmunds.com/toyota/rav4/2018/vin/2T3BFREV8JW734110/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,40488,24390.0,4cyl Automatic,Lynnes Nissan City (10 mi away),Clean Title,No,No,No,No,2T3P1RFV7MW177634,No,No accidents, 1 Owner, Personal use,2024-01-29,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV7MW177634/?radius=25
2014,Toyota,RAV4,LE,4dr,SUV,165026,9499.0,4cyl Automatic,Auto Spot (1 mi away),Clean Title,No,No,No,No,2T3BFREV2EW218976,No,1 Accident, 3 Owners, Corporate fleet vehicle,,https://www.edmunds.com/toyota/rav4/2014/vin/2T3BFREV2EW218976/?radius=25
2018,Toyota,RAV4,LE,4dr,SUV,56682,16500.0,4cyl Automatic,JD Motors (19 mi away),Clean Title,No,No,No,No,JTMZFREV0JJ199173,No,1 Accident, 3 Owners, Personal use only,2023-12-20,https://www.edmunds.com/toyota/rav4/2018/vin/JTMZFREV0JJ199173/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,32568,23264.0,4cyl Automatic,Ideal Automotive Sales of Staten Island (22 mi away),Clean Title,No,No,No,No,2T3F1RFV8MC164095,No,No accidents, 1 Owner, Personal use,2024-01-15,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV8MC164095/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,59613,22499.0,4cyl Automatic,MINI of Ramsey (13 mi away),Clean Title,No,No,No,No,2T3P1RFV8MC221948,No,No accidents, 1 Owner, Personal use only,2024-03-14,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV8MC221948/?radius=25
2018,Toyota,RAV4,LE,4dr,SUV,22657,17924.0,4cyl Automatic,Auto Outlet (19 mi away),Clean Title,No,No,No,No,JTMBFREV2JJ218761,No,2 Accidents, 3 Owners, Corporate fleet vehicle,2023-09-26,https://www.edmunds.com/toyota/rav4/2018/vin/JTMBFREV2JJ218761/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,34729,24795.0,4cyl Automatic,Toyota of Manhattan (9 mi away),Clean Title,No,No,No,No,2T3P1RFV8MW200189,No,No accidents, 1 Owner, Personal use,2024-02-17,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV8MW200189/?radius=25
2012,Toyota,RAV4,Sport,4dr,SUV,136118,10995.0,6cyl Automatic,Driveway (13 mi away),Clean Title,No,No,No,No,JTMRK4DV7C5109366,No,2 Accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2012/vin/JTMRK4DV7C5109366/?radius=25
2015,Toyota,RAV4,Limited,4dr,SUV,61393,17199.0,4cyl Automatic,Auto Spot (1 mi away),Clean Title,No,No,No,No,2T3DFREV7FW392021,No,1 Accident, 3 Owners, Corporate fleet vehicle,,https://www.edmunds.com/toyota/rav4/2015/vin/2T3DFREV7FW392021/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,22620,24699.0,4cyl Automatic,Fordham Toyota (7 mi away),Clean Title,No,No,No,No,2T3G1RFV4MC192383,No,No accidents, 1 Owner, Personal use,2024-04-06,https://www.edmunds.com/toyota/rav4/2021/vin/2T3G1RFV4MC192383/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,54000,23899.0,4cyl Automatic,Fordham Toyota (7 mi away),Clean Title,No,No,No,No,2T3P1RFV0MC199363,No,No accidents, 1 Owner, Personal use only,2024-04-10,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV0MC199363/?radius=25
2022,Toyota,RAV4,LE,4dr,SUV,45891,23201.0,4cyl Automatic,Driveway (15 mi away),Clean Title,No,No,No,No,2T3F1RFV3NC289300,No,No accidents, 1 Owner, Rental vehicle,,https://www.edmunds.com/toyota/rav4/2022/vin/2T3F1RFV3NC289300/?radius=25
2018,Toyota,RAV4,XLE,4dr,SUV,137065,14299.0,4cyl Automatic,Auto Spot (1 mi away),Clean Title,No,No,No,No,2T3RFREV1JW705790,No,2 Accidents, 4 Owners, Corporate fleet vehicle,,https://www.edmunds.com/toyota/rav4/2018/vin/2T3RFREV1JW705790/?radius=25
2008,Toyota,RAV4,Sport,4dr,SUV,153301,7999.0,6cyl Automatic,Auto Spot (1 mi away),Clean Title,No,No,No,No,JTMBK32V885066565,No,1 Accident, 3 Owners, Corporate fleet vehicle,,https://www.edmunds.com/toyota/rav4/2008/vin/JTMBK32V885066565/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,16011,26795.0,4cyl Automatic,Toyota of Manhattan (9 mi away),Clean Title,No,No,No,No,2T3P1RFV4MC192237,No,No accidents, 1 Owner, Personal use,2024-02-16,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV4MC192237/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,16911,25788.0,4cyl Automatic,Lia Toyota of Rockland (14 mi away),Clean Title,No,No,No,No,2T3F1RFV5MW147110,No,No accidents, 1 Owner, Personal use,2024-02-22,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV5MW147110/?radius=25
2021,Toyota,RAV4,XLE,Premium,4dr,38690,26490.0,4cyl Automatic,Stream Auto Outlet (23 mi away),Clean Title,No,No,No,No,2T3A1RFV2MC153393,No,1 Accident, 1 Owner, Personal use,2023-11-06,https://www.edmunds.com/toyota/rav4/2021/vin/2T3A1RFV2MC153393/?radius=25
2018,Toyota,RAV4,LE,4dr,SUV,89465,14485.0,4cyl Automatic,95 Auto (11 mi away),Clean Title,No,No,No,No,JTMBFREV1JJ203989,No,2 Accidents, 3 Owners, Taxi vehicle,2024-01-02,https://www.edmunds.com/toyota/rav4/2018/vin/JTMBFREV1JJ203989/?radius=25
2022,Toyota,RAV4,LE,4dr,SUV,41736,21000.0,4cyl Automatic,JD Motors (19 mi away),Clean Title,No,No,No,No,2T3H1RFV9NW186745,No,1 Accident, 2 Owners, Corporate fleet vehicle,2024-01-25,https://www.edmunds.com/toyota/rav4/2022/vin/2T3H1RFV9NW186745/?radius=25
2023,Toyota,RAV4,Adventure,4dr,SUV,24558,30990.0,4cyl Automatic,Certified Luxury Motors of Valley Stream (23 mi away),Clean Title,No,No,No,No,2T3J1RFV9PW354159,No,No accidents, 1 Owner, Rental vehicle,2024-03-15,https://www.edmunds.com/toyota/rav4/2023/vin/2T3J1RFV9PW354159/?radius=25
2018,Toyota,RAV4,LE,4dr,SUV,35060,17600.0,4cyl Automatic,Auto Outlet (19 mi away),Clean Title,No,No,No,No,JTMBFREV8JJ193378,No,1 Accident, 2 Owners, Corporate fleet vehicle,2023-09-26,https://www.edmunds.com/toyota/rav4/2018/vin/JTMBFREV8JJ193378/?radius=25
Certified,2023,Toyota,RAV4,LE,4dr,46438,26994.0,4cyl Automatic,Lia Toyota of Rockland (14 mi away),Clean Title,No,No,No,No,2T3G1RFV8PC367500,Yes,No accidents, 1 Owner, Personal use only,2024-03-20,https://www.edmunds.com/toyota/rav4/2023/vin/2T3G1RFV8PC367500/?radius=25
Certified,2021,Toyota,RAV4,LE,4dr,19456,24891.0,4cyl Automatic,Toyota of Hackensack (0 mi away),Clean Title,No,No,No,No,2T3F1RFV8MC212596,Yes,1 Accident, 1 Owner, Personal use,2024-03-22,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV8MC212596/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,41485,20488.0,4cyl Automatic,Eastchester Certified Motors (13 mi away),Clean Title,No,No,No,No,2T3W1RFV4MC091369,No,No accidents, 1 Owner, Personal use,2024-03-26,https://www.edmunds.com/toyota/rav4/2021/vin/2T3W1RFV4MC091369/?radius=25
Certified,2021,Toyota,RAV4,LE,4dr,54511,23220.0,4cyl Automatic,Plaza Toyota (19 mi away),Clean Title,No,No,No,No,2T3G1RFV9MC147665,Yes,1 Accident, 1 Owner, Personal use only,2024-03-23,https://www.edmunds.com/toyota/rav4/2021/vin/2T3G1RFV9MC147665/?radius=25
2018,Toyota,RAV4,LE,4dr,SUV,57284,16000.0,4cyl Automatic,Auto Outlet (19 mi away),Clean Title,No,No,No,No,JTMBFREVXJJ193737,No,2 Accidents, 2 Owners, Personal use,2023-09-26,https://www.edmunds.com/toyota/rav4/2018/vin/JTMBFREVXJJ193737/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,27572,20888.0,4cyl Automatic,Major World Chevrolet (12 mi away),Title issue reported,No,Yes,No,No,2T3G1RFVXMW228320,No,Frame damage reported, 1 Owner, Corporate fleet vehicle,2023-06-13,https://www.edmunds.com/toyota/rav4/2021/vin/2T3G1RFVXMW228320/?radius=25
2022,Toyota,RAV4,LE,4dr,SUV,38628,20900.0,4cyl Automatic,JD Motors (19 mi away),Clean Title,No,No,No,No,2T3H1RFV4NW188225,No,1 Accident, 1 Owner, Corporate fleet vehicle,2023-12-28,https://www.edmunds.com/toyota/rav4/2022/vin/2T3H1RFV4NW188225/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,13012,24895.0,4cyl Automatic,Toyota of Manhattan (9 mi away),Clean Title,No,No,No,No,2T3F1RFV8MW157601,No,No accidents, 1 Owner, Personal use,2024-03-20,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV8MW157601/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,37626,26496.0,4cyl Automatic,Lia Toyota of Rockland (14 mi away),Clean Title,No,No,No,No,2T3P1RFV9MC180049,No,No accidents, 1 Owner, Personal use,2024-02-22,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV9MC180049/?radius=25
2014,Toyota,RAV4,XLE,4dr,SUV,123208,12695.0,4cyl Automatic,Driveway (13 mi away),Clean Title,No,No,No,No,JTMRFREV3ED050177,No,2 Accidents, 4 Owners, Corporate fleet vehicle,,https://www.edmunds.com/toyota/rav4/2014/vin/JTMRFREV3ED050177/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,33817,24469.0,4cyl Automatic,Toyota of Manhattan (9 mi away),Clean Title,No,No,No,No,2T3F1RFVXMC202006,No,No accidents, 1 Owner, Personal use,2024-02-28,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFVXMC202006/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,35084,24491.0,4cyl Automatic,Toyota of Hackensack (0 mi away),Clean Title,No,No,No,No,2T3F1RFV5MC173319,No,No accidents, 1 Owner, Personal use,2024-02-17,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV5MC173319/?radius=25
2021,Toyota,RAV4,Limited,4dr,SUV,9704,31495.0,4cyl Automatic,Toyota of Manhattan (9 mi away),Clean Title,No,No,No,No,JTMN1RFV9MD075658,No,No accidents, 1 Owner, Personal use,2024-03-20,https://www.edmunds.com/toyota/rav4/2021/vin/JTMN1RFV9MD075658/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,31014,25492.0,4cyl Automatic,Autoland Chrysler Jeep Dodge Ram (20 mi away),Clean Title,No,No,No,No,2T3F1RFVXMC201082,No,No accidents, 1 Owner, Personal use,2024-02-21,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFVXMC201082/?radius=25
Certified,2021,Toyota,RAV4,LE,4dr,15430,25897.0,4cyl Automatic,Hillside Toyota (18 mi away),Clean Title,No,No,No,No,2T3F1RFV4MC206519,Yes,1 Accident, 1 Owner, Personal use,2024-03-25,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV4MC206519/?radius=25
2019,Toyota,RAV4,LE,4dr,SUV,35171,22495.0,4cyl Automatic,Toyota of Manhattan (9 mi away),Clean Title,No,No,No,No,JTMG1RFV7KD003864,No,1 Accident, 2 Owners, Personal use only,2024-03-23,https://www.edmunds.com/toyota/rav4/2019/vin/JTMG1RFV7KD003864/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,37891,26469.0,4cyl Automatic,Toyota of Manhattan (9 mi away),Clean Title,No,No,No,No,2T3P1RFV4MC156032,No,No accidents, 1 Owner, Personal use,2024-02-28,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV4MC156032/?radius=25
2013,Toyota,RAV4,XLE,4dr,SUV,155439,10599.0,4cyl Automatic,Auto Spot (1 mi away),Clean Title,No,No,No,No,JTMRFREV0DD035733,No,No accidents, 3 Owners, Personal use only,,https://www.edmunds.com/toyota/rav4/2013/vin/JTMRFREV0DD035733/?radius=25
2019,Toyota,RAV4,Limited,4dr,SUV,55637,26741.0,4cyl Automatic,Bell Mitsubishi (23 mi away),Clean Title,No,No,No,No,2T3Y1RFV4KC014121,No,No accidents, 2 Owners, Personal use only,2024-02-19,https://www.edmunds.com/toyota/rav4/2019/vin/2T3Y1RFV4KC014121/?radius=25
2013,Toyota,RAV4,Limited,4dr,SUV,171627,11099.0,4cyl Automatic,Auto Spot (1 mi away),Clean Title,No,No,No,No,2T3DFREV0DW120407,No,No accidents, 2 Owners, Personal use only,,https://www.edmunds.com/toyota/rav4/2013/vin/2T3DFREV0DW120407/?radius=25
2015,Toyota,RAV4,XLE,4dr,SUV,161013,11799.0,4cyl Automatic,Auto Spot (1 mi away),Clean Title,No,No,No,No,2T3RFREV4FW277818,No,No accidents, 3 Owners, Personal use only,,https://www.edmunds.com/toyota/rav4/2015/vin/2T3RFREV4FW277818/?radius=25
2023,Toyota,RAV4,XLE,4dr,SUV,8504,31295.0,4cyl Automatic,Toyota of Manhattan (9 mi away),Clean Title,No,No,No,No,2T3P1RFV5PC367230,No,No accidents, 1 Owner, Personal use only,2024-03-18,https://www.edmunds.com/toyota/rav4/2023/vin/2T3P1RFV5PC367230/?radius=25
2020,Toyota,RAV4,LE,4dr,SUV,23352,26392.0,4cyl Automatic,Autoland Chrysler Jeep Dodge Ram (20 mi away),Clean Title,No,No,No,No,JTMF1RFV1LD062907,No,No accidents, 1 Owner, Personal use,2024-02-28,https://www.edmunds.com/toyota/rav4/2020/vin/JTMF1RFV1LD062907/?radius=25
2013,Toyota,RAV4,LE,4dr,SUV,149936,10499.0,4cyl Automatic,Auto Spot (1 mi away),Clean Title,No,No,No,No,2T3BFREV8DW122607,No,No accidents, 2 Owners, Personal use only,,https://www.edmunds.com/toyota/rav4/2013/vin/2T3BFREV8DW122607/?radius=25
Certified,2021,Toyota,RAV4,XLE,4dr,15677,29423.0,4cyl Automatic,Hillside Toyota (18 mi away),Clean Title,No,No,No,No,2T3P1RFV5MC220689,Yes,No accidents, 1 Owner, Personal use,2024-02-29,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV5MC220689/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,29227,24488.0,4cyl Automatic,Teddy Volkswagen (11 mi away),Clean Title,No,No,No,No,2T3G1RFVXMW140626,No,2 Accidents, 1 Owner, Personal use,2024-02-26,https://www.edmunds.com/toyota/rav4/2021/vin/2T3G1RFVXMW140626/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,27441,25952.0,4cyl Automatic,Liberty Kia (13 mi away),Clean Title,No,No,No,No,2T3P1RFV4MC182260,No,No accidents, 1 Owner, Personal use,2024-03-08,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV4MC182260/?radius=25
Certified,2023,Toyota,RAV4,XLE,4dr,4189,31457.0,4cyl Automatic,Lia Toyota of Rockland (14 mi away),Clean Title,No,No,No,No,2T3P1RFV6PC355071,Yes,No accidents, 1 Owner, Personal use only,2024-03-03,https://www.edmunds.com/toyota/rav4/2023/vin/2T3P1RFV6PC355071/?radius=25
Certified,2021,Toyota,RAV4,LE,4dr,30656,24934.0,Westchester Toyota (13 mi away),,,,,,,2T3F1RFV5MC184384,Yes,4cyl Automatic,,,2024-04-12,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV5MC184384/?radius=25
Certified,2022,Toyota,RAV4,LE,4dr,7566,28314.0,4cyl Automatic,Plaza Toyota (19 mi away),Clean Title,No,No,No,No,2T3F1RFV1NW296146,Yes,No accidents, 1 Owner, Personal use only,2024-03-13,https://www.edmunds.com/toyota/rav4/2022/vin/2T3F1RFV1NW296146/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,61531,22895.0,4cyl Automatic,Toyota of Manhattan (9 mi away),Clean Title,No,No,No,No,2T3P1RFV1MC175525,No,No accidents, 1 Owner, Rental vehicle,2023-12-13,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV1MC175525/?radius=25
Certified,2021,Toyota,RAV4,LE,4dr,29641,24877.0,Toyota of Bay Ridge Brooklyn (18 mi away),,,,,,,2T3F1RFV8MW199234,Yes,4cyl Automatic,,,2024-04-11,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV8MW199234/?radius=25
Certified,2021,Toyota,RAV4,XLE,Premium,29517,31995.0,4cyl Automatic,Hillside Toyota (18 mi away),Clean Title,No,No,No,No,2T3A1RFV2MW207838,Yes,No accidents, 1 Owner, Personal use,2024-02-27,https://www.edmunds.com/toyota/rav4/2021/vin/2T3A1RFV2MW207838/?radius=25
2020,Toyota,RAV4,XLE,4dr,SUV,32654,26569.0,4cyl Automatic,Toyota of Manhattan (9 mi away),Clean Title,No,No,No,No,2T3P1RFV9LW137800,No,No accidents, 1 Owner, Personal use,2024-02-17,https://www.edmunds.com/toyota/rav4/2020/vin/2T3P1RFV9LW137800/?radius=25
Certified,2021,Toyota,RAV4,XLE,Premium,18735,30014.0,4cyl Automatic,Plaza Toyota (19 mi away),Clean Title,No,No,No,No,2T3A1RFV0MC170421,Yes,No accidents, 1 Owner, Personal use,2024-03-25,https://www.edmunds.com/toyota/rav4/2021/vin/2T3A1RFV0MC170421/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,61824,22895.0,4cyl Automatic,Toyota of Manhattan (9 mi away),Clean Title,No,No,No,No,2T3P1RFVXMC191769,No,No accidents, 1 Owner, Personal use only,2023-12-13,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFVXMC191769/?radius=25
2015,Toyota,RAV4,XLE,4dr,SUV,76142,15995.0,4cyl Automatic,Lexus of Brooklyn (17 mi away),Clean Title,No,No,No,No,JTMRFREV0FD152506,No,No accidents, 1 Owner, Personal use only,2024-01-15,https://www.edmunds.com/toyota/rav4/2015/vin/JTMRFREV0FD152506/?radius=25
2018,Toyota,RAV4,LE,4dr,SUV,47970,17900.0,4cyl Automatic,Auto Outlet (19 mi away),Clean Title,No,No,No,No,JTMBFREV8JD223316,No,No accidents, 2 Owners, Personal use,2023-09-26,https://www.edmunds.com/toyota/rav4/2018/vin/JTMBFREV8JD223316/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,23018,26503.0,4cyl Automatic,Lynnes Nissan City (10 mi away),Clean Title,No,No,No,No,2T3P1RFV4MC152269,No,No accidents, 1 Owner, Personal use,2024-01-02,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV4MC152269/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,50440,23491.0,4cyl Automatic,Toyota of Hackensack (0 mi away),Clean Title,No,No,No,No,2T3G1RFV7MC182141,No,No accidents, 1 Owner, Personal use,2024-03-01,https://www.edmunds.com/toyota/rav4/2021/vin/2T3G1RFV7MC182141/?radius=25
2015,Toyota,RAV4,Limited,4dr,SUV,117564,14957.0,4cyl Automatic,Plaza Toyota (19 mi away),Clean Title,No,No,No,No,2T3DFREV1FW271548,No,No accidents, 1 Owner, Personal use only,2024-03-23,https://www.edmunds.com/toyota/rav4/2015/vin/2T3DFREV1FW271548/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,28461,24395.0,4cyl Automatic,Driveway (13 mi away),Clean Title,No,No,No,No,2T3G1RFV6MC200855,No,No accidents, 1 Owner, Personal use,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3G1RFV6MC200855/?radius=25
2020,Toyota,RAV4,XLE,Premium,4dr,60465,24545.0,4cyl Automatic,Lynnes Hyundai (10 mi away),Clean Title,No,No,No,No,2T3A1RFV5LW121843,No,No accidents, 1 Owner, Personal use,2023-12-21,https://www.edmunds.com/toyota/rav4/2020/vin/2T3A1RFV5LW121843/?radius=25
