year,make,model,trim,doors,type,mileage,price,cyl,dealer,Title Details,Salvage Vehicle,Frame Damage,Theft History,Lemon Status,VIN,Certified Pre-Owned,Accidents,Owners,Usage,Listed since,car_url
2019,Toyota,RAV4,XLE,Premium,4dr,24040,32998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,JTMA1RFV4KD008381,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2019/vin/JTMA1RFV4KD008381/?radius=25
2016,Toyota,RAV4,Limited,4dr,SUV,96815,19990.0,4cyl Automatic,Carvana (In-stock online),Clean Title,No,No,No,No,JTMDFREV2GD176883,No,No accidents, 2 Owners, Personal use only,2024-03-27,https://www.edmunds.com/toyota/rav4/2016/vin/JTMDFREV2GD176883/?radius=25
2015,Toyota,RAV4,XLE,4dr,SUV,67231,19998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3WFREV2FW149337,No,No accidents, 2 Owners, Personal use only,,https://www.edmunds.com/toyota/rav4/2015/vin/2T3WFREV2FW149337/?radius=25
2014,Toyota,RAV4,LE,4dr,SUV,68790,19998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3BFREV5EW225310,No,No accidents, 4 Owners, Corporate fleet vehicle,,https://www.edmunds.com/toyota/rav4/2014/vin/2T3BFREV5EW225310/?radius=25
2015,Toyota,RAV4,XLE,4dr,SUV,72092,19998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3WFREV2FW177333,No,No accidents, 3 Owners, Personal use,,https://www.edmunds.com/toyota/rav4/2015/vin/2T3WFREV2FW177333/?radius=25
2013,Toyota,RAV4,Limited,4dr,SUV,76539,19998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3YFREV2DW070613,No,No accidents, 3 Owners, Personal use only,,https://www.edmunds.com/toyota/rav4/2013/vin/2T3YFREV2DW070613/?radius=25
2015,Toyota,RAV4,XLE,4dr,SUV,76683,19998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,JTMWFREV9FJ058502,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2015/vin/JTMWFREV9FJ058502/?radius=25
2015,Toyota,RAV4,XLE,4dr,SUV,80521,19998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,JTMWFREV1FJ038874,No,No accidents, 2 Owners, Personal use only,,https://www.edmunds.com/toyota/rav4/2015/vin/JTMWFREV1FJ038874/?radius=25
2014,Toyota,RAV4,XLE,4dr,SUV,81195,19998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,JTMRFREV5ED087148,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2014/vin/JTMRFREV5ED087148/?radius=25
2014,Toyota,RAV4,Limited,4dr,SUV,93734,19998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3DFREV8EW215217,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2014/vin/2T3DFREV8EW215217/?radius=25
2018,Toyota,RAV4,XLE,4dr,SUV,30563,25998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,JTMRFREVXJJ195440,No,No accidents, 2 Owners, Personal use only,,https://www.edmunds.com/toyota/rav4/2018/vin/JTMRFREVXJJ195440/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,25602,29998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3P1RFV3MC178006,No,No accidents, 1 Owner, Personal use,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV3MC178006/?radius=25
2015,Toyota,RAV4,LE,4dr,SUV,87101,19998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,JTMBFREV6FD099649,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2015/vin/JTMBFREV6FD099649/?radius=25
2017,Toyota,RAV4,LE,4dr,SUV,77238,19998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,JTMZFREV1HJ717558,No,No accidents, 2 Owners, Personal use only,,https://www.edmunds.com/toyota/rav4/2017/vin/JTMZFREV1HJ717558/?radius=25
2017,Toyota,RAV4,LE,4dr,SUV,79212,19998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,JTMBFREV4HJ113360,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2017/vin/JTMBFREV4HJ113360/?radius=25
2016,Toyota,RAV4,LE,4dr,SUV,84783,19998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,JTMBFREV0GJ101706,No,No accidents, 2 Owners, Personal use,,https://www.edmunds.com/toyota/rav4/2016/vin/JTMBFREV0GJ101706/?radius=25
2017,Toyota,RAV4,LE,4dr,SUV,89207,19998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,JTMZFREV3HJ111579,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2017/vin/JTMZFREV3HJ111579/?radius=25
2018,Toyota,RAV4,XLE,4dr,SUV,108595,19998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,JTMWFREV7JD116646,No,No accidents, 2 Owners, Personal use only,,https://www.edmunds.com/toyota/rav4/2018/vin/JTMWFREV7JD116646/?radius=25
2018,Toyota,RAV4,XLE,4dr,SUV,108595,19998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,JTMWFREV7JD116646,No,No accidents, 2 Owners, Personal use only,,https://www.edmunds.com/toyota/rav4/2018/vin/JTMWFREV7JD116646/?radius=25
2012,Toyota,RAV4,Limited,4dr,SUV,66002,16897.0,6cyl Automatic,Driveway (In-stock online),Clean Title,No,No,No,No,2T3YK4DV8CW014299,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2012/vin/2T3YK4DV8CW014299/?radius=25
2013,Toyota,RAV4,LE,4dr,SUV,48088,20998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3ZFREV3DW071421,No,No accidents, 2 Owners, Corporate fleet vehicle,,https://www.edmunds.com/toyota/rav4/2013/vin/2T3ZFREV3DW071421/?radius=25
2022,Toyota,RAV4,XLE,4dr,SUV,24891,31998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3W1RFV6NC195105,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2022/vin/2T3W1RFV6NC195105/?radius=25
2019,Toyota,RAV4,XLE,4dr,SUV,95453,22495.0,4cyl Automatic,Driveway (In-stock online),Title issue reported,No,No,No,No,2T3P1RFV8KW033829,No,Title issue reported, 2 Owners, Rental vehicle,,https://www.edmunds.com/toyota/rav4/2019/vin/2T3P1RFV8KW033829/?radius=25
2019,Toyota,RAV4,LE,4dr,SUV,34953,25590.0,4cyl Automatic,Carvana (In-stock online),Clean Title,No,No,No,No,JTMH1RFV0KD015598,No,No accidents, 1 Owner, Personal use,2024-04-05,https://www.edmunds.com/toyota/rav4/2019/vin/JTMH1RFV0KD015598/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,29611,26998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3H1RFV9MW168325,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3H1RFV9MW168325/?radius=25
2019,Toyota,RAV4,XLE,4dr,SUV,31310,25998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3W1RFV0KC006251,No,No accidents, 2 Owners, Corporate fleet vehicle,,https://www.edmunds.com/toyota/rav4/2019/vin/2T3W1RFV0KC006251/?radius=25
2015,Toyota,RAV4,XLE,4dr,SUV,42757,21998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,JTMRFREV5FJ040768,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2015/vin/JTMRFREV5FJ040768/?radius=25
2023,Toyota,RAV4,XLE,Premium,4dr,24568,33524.0,4cyl Automatic,Driveway (In-stock online),Clean Title,No,No,No,No,2T3C1RFV9PW268715,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2023/vin/2T3C1RFV9PW268715/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,71323,20600.0,4cyl Automatic,Mr Cars Auto Sales Inc (13 mi away),Title issue reported,No,Yes,No,No,2T3W1RFV8MW113081,No,Frame damage reported, 2 Owners, Taxi vehicle,2024-02-22,https://www.edmunds.com/toyota/rav4/2021/vin/2T3W1RFV8MW113081/?radius=25
2018,Toyota,RAV4,XLE,4dr,SUV,40036,23998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,JTMWFREV4JJ161271,No,No accidents, 2 Owners, Personal use,,https://www.edmunds.com/toyota/rav4/2018/vin/JTMWFREV4JJ161271/?radius=25
2015,Toyota,RAV4,XLE,4dr,SUV,76182,16999.0,4cyl Automatic,Honda of Westport (In-stock online),Clean Title,No,No,No,No,2T3RFREV8FW359695,No,1 Accident, 4 Owners, Taxi vehicle,2024-03-29,https://www.edmunds.com/toyota/rav4/2015/vin/2T3RFREV8FW359695/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,25826,29969.0,4cyl Automatic,Interstate Toyota (15 mi away),Clean Title,No,No,No,No,2T3G1RFV2MC166042,No,No accidents, 1 Owner, Personal use,2024-03-22,https://www.edmunds.com/toyota/rav4/2021/vin/2T3G1RFV2MC166042/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,27579,28998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3F1RFV3MW224556,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV3MW224556/?radius=25
2017,Toyota,RAV4,LE,4dr,SUV,41491,22590.0,4cyl Automatic,Carvana (In-stock online),Clean Title,No,No,No,No,2T3ZFREV7HW334158,No,No accidents, 1 Owner, Personal use only,2024-03-29,https://www.edmunds.com/toyota/rav4/2017/vin/2T3ZFREV7HW334158/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,36529,25995.0,4cyl Automatic,Queensboro Toyota (12 mi away),Clean Title,No,No,No,No,2T3H1RFV5MC127451,No,No accidents, 1 Owner, Personal use,2024-03-12,https://www.edmunds.com/toyota/rav4/2021/vin/2T3H1RFV5MC127451/?radius=25
2018,Toyota,RAV4,LE,4dr,SUV,43143,23590.0,4cyl Automatic,Carvana (In-stock online),Clean Title,No,No,No,No,JTMBFREV3JD249855,No,No accidents, 2 Owners, Personal use,2024-04-02,https://www.edmunds.com/toyota/rav4/2018/vin/JTMBFREV3JD249855/?radius=25
2018,Toyota,RAV4,LE,4dr,SUV,65846,20990.0,4cyl Automatic,Carvana (In-stock online),Clean Title,No,No,No,No,JTMZFREVXJJ731674,No,1 Accident, 2 Owners, Corporate fleet vehicle,2024-02-16,https://www.edmunds.com/toyota/rav4/2018/vin/JTMZFREVXJJ731674/?radius=25
2017,Toyota,RAV4,XLE,4dr,SUV,60403,20998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3WFREV9HW377984,No,No accidents, 2 Owners, Personal use only,,https://www.edmunds.com/toyota/rav4/2017/vin/2T3WFREV9HW377984/?radius=25
2015,Toyota,RAV4,Limited,4dr,SUV,57563,20998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3YFREVXFW179209,No,No accidents, 2 Owners, Personal use only,,https://www.edmunds.com/toyota/rav4/2015/vin/2T3YFREVXFW179209/?radius=25
2021,Toyota,RAV4,XLE,Premium,4dr,25809,31998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3A1RFV4MC189182,No,No accidents, 1 Owner, Personal use,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3A1RFV4MC189182/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,9496,27888.0,4cyl Automatic,Parkway Toyota (5 mi away),Clean Title,No,No,No,No,2T3F1RFV7MC200519,No,2 Accidents, 1 Owner, Personal use,2024-04-07,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV7MC200519/?radius=25
2015,Toyota,RAV4,XLE,4dr,SUV,62534,20998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,JTMRFREV0FJ039835,No,No accidents, 1 Owner, Personal use,,https://www.edmunds.com/toyota/rav4/2015/vin/JTMRFREV0FJ039835/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,26623,30998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3P1RFV0MW170993,No,No accidents, 1 Owner, Personal use,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV0MW170993/?radius=25
2014,Toyota,RAV4,LE,4dr,SUV,57894,20998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,JTMZFREV9EJ005729,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2014/vin/JTMZFREV9EJ005729/?radius=25
2023,Toyota,RAV4,LE,4dr,SUV,29133,27998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3F1RFV1PW346269,No,No accidents, 2 Owners, Personal use only,,https://www.edmunds.com/toyota/rav4/2023/vin/2T3F1RFV1PW346269/?radius=25
2016,Toyota,RAV4,XLE,4dr,SUV,77889,20998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3WFREV3GW308349,No,No accidents, 2 Owners, Personal use only,,https://www.edmunds.com/toyota/rav4/2016/vin/2T3WFREV3GW308349/?radius=25
2016,Toyota,RAV4,XLE,4dr,SUV,85143,20998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,JTMRFREV1GJ051042,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2016/vin/JTMRFREV1GJ051042/?radius=25
2015,Toyota,RAV4,XLE,4dr,SUV,85550,20998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,JTMRFREV4FD171642,No,No accidents, 3 Owners, Personal use only,,https://www.edmunds.com/toyota/rav4/2015/vin/JTMRFREV4FD171642/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,26747,30998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3P1RFV9MC186742,No,No accidents, 1 Owner, Personal use,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV9MC186742/?radius=25
2016,Toyota,RAV4,LE,4dr,SUV,61738,20998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,JTMBFREV8GJ102070,No,No accidents, 2 Owners, Personal use only,,https://www.edmunds.com/toyota/rav4/2016/vin/JTMBFREV8GJ102070/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,29586,27998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3F1RFV5MC187074,No,No accidents, 1 Owner, Personal use,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV5MC187074/?radius=25
2015,Toyota,RAV4,LE,4dr,SUV,66430,20998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,JTMBFREV7FD171815,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2015/vin/JTMBFREV7FD171815/?radius=25
2016,Toyota,RAV4,LE,4dr,SUV,67240,20998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3ZFREV9GW240653,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2016/vin/2T3ZFREV9GW240653/?radius=25
2017,Toyota,RAV4,XLE,4dr,SUV,37547,23990.0,4cyl Automatic,Carvana (In-stock online),Clean Title,No,No,No,No,JTMRFREV0HD204509,No,No accidents, 1 Owner, Personal use,2024-04-09,https://www.edmunds.com/toyota/rav4/2017/vin/JTMRFREV0HD204509/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,28526,28998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3F1RFV2MW187757,No,No accidents, 1 Owner, Personal use,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV2MW187757/?radius=25
2016,Toyota,RAV4,LE,4dr,SUV,70794,20998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3ZFREV6GW291236,No,No accidents, 2 Owners, Personal use only,,https://www.edmunds.com/toyota/rav4/2016/vin/2T3ZFREV6GW291236/?radius=25
2018,Toyota,RAV4,LE,4dr,SUV,78997,20998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3ZFREV7JW454208,No,No accidents, 1 Owner, Personal use,,https://www.edmunds.com/toyota/rav4/2018/vin/2T3ZFREV7JW454208/?radius=25
2016,Toyota,RAV4,LE,4dr,SUV,79779,20998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,JTMBFREV1GD180799,No,No accidents, 2 Owners, Corporate fleet vehicle,,https://www.edmunds.com/toyota/rav4/2016/vin/JTMBFREV1GD180799/?radius=25
2019,Toyota,RAV4,LE,4dr,SUV,115671,20998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,JTMF1RFV4KJ004662,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2019/vin/JTMF1RFV4KJ004662/?radius=25
2018,Toyota,RAV4,LE,4dr,SUV,35916,23998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3ZFREV0JW472954,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2018/vin/2T3ZFREV0JW472954/?radius=25
2023,Toyota,RAV4,LE,4dr,SUV,30933,26698.0,4cyl Automatic,Enterprise Car Sales (In-stock online),Clean Title,No,No,No,No,2T3H1RFV0PC220012,No,No accidents, 1 Owner, Personal use only,2024-03-19,https://www.edmunds.com/toyota/rav4/2023/vin/2T3H1RFV0PC220012/?radius=25
2016,Toyota,RAV4,XLE,4dr,SUV,61200,20998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3RFREVXGW476079,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2016/vin/2T3RFREVXGW476079/?radius=25
2023,Toyota,RAV4,XLE,4dr,SUV,27013,,4cyl Automatic,Foreign Auto Imports (15 mi away),Clean Title,No,No,No,No,2T3P1RFV7PW365560,No,No accidents, 1 Owner, Personal use only,2024-03-19,https://www.edmunds.com/toyota/rav4/2023/vin/2T3P1RFV7PW365560/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,31060,26998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3G1RFVXMW176476,No,No accidents, 1 Owner, Personal use,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3G1RFVXMW176476/?radius=25
2022,Toyota,RAV4,LE,4dr,SUV,29852,27998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3F1RFV8NW281286,No,No accidents, 1 Owner, Corporate fleet vehicle,,https://www.edmunds.com/toyota/rav4/2022/vin/2T3F1RFV8NW281286/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,29647,27998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3F1RFV0MW160153,No,No accidents, 1 Owner, Personal use,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV0MW160153/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,26082,32998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3P1RFV3MC180886,No,No accidents, 1 Owner, Personal use,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV3MC180886/?radius=25
2020,Toyota,RAV4,LE,4dr,SUV,31248,26998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3G1RFV5LW127605,No,No accidents, 1 Owner, Personal use,,https://www.edmunds.com/toyota/rav4/2020/vin/2T3G1RFV5LW127605/?radius=25
2023,Toyota,RAV4,LE,4dr,SUV,25442,26999.0,4cyl Automatic,Enterprise Car Sales (In-stock online),Clean Title,No,No,No,No,2T3H1RFV2PC219993,No,No accidents, 1 Owner, Personal use only,2024-03-07,https://www.edmunds.com/toyota/rav4/2023/vin/2T3H1RFV2PC219993/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,29819,27998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3H1RFVXMC141071,No,No accidents, 1 Owner, Personal use,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3H1RFVXMC141071/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,31513,28990.0,4cyl Automatic,Carvana (In-stock online),Clean Title,No,No,No,No,2T3W1RFV1MW108014,No,No accidents, 1 Owner, Personal use,2024-04-08,https://www.edmunds.com/toyota/rav4/2021/vin/2T3W1RFV1MW108014/?radius=25
2020,Toyota,RAV4,LE,4dr,SUV,31372,26998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3F1RFVXLC070119,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2020/vin/2T3F1RFVXLC070119/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,24867,,4cyl Automatic,Penn Toyota (22 mi away),Clean Title,No,No,No,No,2T3F1RFV2MW177455,No,No accidents, 1 Owner, Personal use,2024-02-23,https://www.edmunds.com/toyota/rav4/2021/vin/2T3F1RFV2MW177455/?radius=25
2020,Toyota,RAV4,Base,4dr,SUV,33252,25998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3H1RFV8LW082292,No,No accidents, 1 Owner, Personal use,,https://www.edmunds.com/toyota/rav4/2020/vin/2T3H1RFV8LW082292/?radius=25
2020,Toyota,RAV4,Base,4dr,SUV,31593,26998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,JTMH1RFV5LD048355,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2020/vin/JTMH1RFV5LD048355/?radius=25
2023,Toyota,RAV4,LE,4dr,SUV,7761,30595.0,4cyl Automatic,Queensboro Toyota (12 mi away),Clean Title,No,No,No,No,2T3F1RFV5PW345173,No,No accidents, 1 Owner, Personal use,2024-04-07,https://www.edmunds.com/toyota/rav4/2023/vin/2T3F1RFV5PW345173/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,33144,25998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3H1RFVXMC112542,No,No accidents, 1 Owner, Personal use,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3H1RFVXMC112542/?radius=25
2013,Toyota,RAV4,LE,4dr,SUV,117817,14995.0,4cyl Automatic,White River Auto Sales (13 mi away),Clean Title,No,No,No,No,2T3BFREV1DW067059,No,No accidents, 4 Owners, Corporate fleet vehicle,2023-11-25,https://www.edmunds.com/toyota/rav4/2013/vin/2T3BFREV1DW067059/?radius=25
2019,Toyota,RAV4,LE,4dr,SUV,36959,25998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3H1RFV1KC002444,No,No accidents, 2 Owners, Corporate fleet vehicle,,https://www.edmunds.com/toyota/rav4/2019/vin/2T3H1RFV1KC002444/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,33359,25990.0,4cyl Automatic,Driveway (In-stock online),Clean Title,No,No,No,No,2T3G1RFV3MC171881,No,No accidents, 1 Owner, Personal use,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3G1RFV3MC171881/?radius=25
2019,Toyota,RAV4,XLE,Premium,4dr,30959,28777.0,4cyl Automatic,Bayside Chrysler Jeep Dodge Ram (17 mi away),Clean Title,No,No,No,No,JTMA1RFV2KD513786,No,No accidents, 1 Owner, Personal use,2024-03-30,https://www.edmunds.com/toyota/rav4/2019/vin/JTMA1RFV2KD513786/?radius=25
2019,Toyota,RAV4,LE,4dr,SUV,39067,24998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3H1RFV3KW040739,No,No accidents, 1 Owner, Personal use,,https://www.edmunds.com/toyota/rav4/2019/vin/2T3H1RFV3KW040739/?radius=25
2014,Toyota,RAV4,Limited,4dr,SUV,52301,21998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3YFREV5EW084345,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2014/vin/2T3YFREV5EW084345/?radius=25
2021,Toyota,RAV4,XLE,4dr,SUV,25218,,4cyl Automatic,Penn Toyota (22 mi away),Clean Title,No,No,No,No,2T3P1RFV1MW168492,No,No accidents, 1 Owner, Personal use,2024-03-20,https://www.edmunds.com/toyota/rav4/2021/vin/2T3P1RFV1MW168492/?radius=25
2021,Toyota,RAV4,XLE,Premium,4dr,26806,32590.0,4cyl Automatic,Carvana (In-stock online),Clean Title,No,No,No,No,2T3C1RFV0MW136048,No,No accidents, 2 Owners, Personal use only,2024-04-01,https://www.edmunds.com/toyota/rav4/2021/vin/2T3C1RFV0MW136048/?radius=25
2018,Toyota,RAV4,XLE,4dr,SUV,52505,21998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3WFREV7JW466295,No,No accidents, 3 Owners, Personal use,,https://www.edmunds.com/toyota/rav4/2018/vin/2T3WFREV7JW466295/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,38800,23998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3H1RFV6MC101053,No,No accidents, 2 Owners, Personal use only,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3H1RFV6MC101053/?radius=25
2017,Toyota,RAV4,LE,4dr,SUV,43850,22998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,JTMZFREV7HJ147260,No,No accidents, 1 Owner, Personal use,,https://www.edmunds.com/toyota/rav4/2017/vin/JTMZFREV7HJ147260/?radius=25
2021,Toyota,RAV4,LE,4dr,SUV,31913,26998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,2T3G1RFVXMW144174,No,No accidents, 1 Owner, Personal use,,https://www.edmunds.com/toyota/rav4/2021/vin/2T3G1RFVXMW144174/?radius=25
2016,Toyota,RAV4,SE,4dr,SUV,37568,24590.0,4cyl Automatic,Carvana (In-stock online),Clean Title,No,No,No,No,2T3JFREV3GW412821,No,No accidents, 2 Owners, Personal use,2024-04-11,https://www.edmunds.com/toyota/rav4/2016/vin/2T3JFREV3GW412821/?radius=25
2022,Toyota,RAV4,LE,4dr,SUV,31466,27590.0,4cyl Automatic,Carvana (In-stock online),Clean Title,No,No,No,No,2T3H1RFV2NC199855,No,No accidents, 1 Owner, Personal use only,2024-04-01,https://www.edmunds.com/toyota/rav4/2022/vin/2T3H1RFV2NC199855/?radius=25
2019,Toyota,RAV4,XLE,4dr,SUV,28651,29998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,JTMP1RFV6KD046155,No,No accidents, 2 Owners, Personal use,,https://www.edmunds.com/toyota/rav4/2019/vin/JTMP1RFV6KD046155/?radius=25
2013,Toyota,RAV4,Limited,4dr,SUV,54910,21998.0,4cyl Automatic,CarMax (In-stock online),Clean Title,No,No,No,No,JTMDFREV4D5005252,No,No accidents, 1 Owner, Personal use only,,https://www.edmunds.com/toyota/rav4/2013/vin/JTMDFREV4D5005252/?radius=25
